C,H,O,N,C13,S,P,El_comp,Class,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,molecular formula,outline,specifics,MSCC
24,27,12,0,0,0,1,CHOP,Lignin,12.0,0.0,0.0,0.29412,0.5,1.125,0.0,0.04167,0.0,inf,-0.33333,69.8,0.5,538.0,0.19839,0.52727,3.77749,0.57397,0.08697,0.35194,C24H27O12P,PUCs,Lignin-like,POCs
29,47,7,0,0,0,1,CHOP,Lipid,7.0,0.0,0.0,0.10204,0.24138,1.62069,0.0,0.03448,0.0,inf,-1.31034,97.64483,0.24138,539.0,0.98962,0.26368,4.57011,0.21697,0.70415,0.43908,C29H47O7P,UAAs,Aliphatic-like,Lipid
23,27,12,0,1,0,1,CHOP,Lignin,11.0,-1.0,0.0,0.25,0.52174,1.17391,0.0,0.04348,0.0,inf,-0.34783,70.21304,0.52174,527.0,0.19569,0.51513,3.70161,0.56087,0.08383,0.34338,C(13)23H27O12P,PUCs,Lignin-like,POCs
26,39,9,0,1,0,1,CHOP,Lignin,8.0,-1.0,0.0,0.12195,0.34615,1.5,0.0,0.03846,0.0,inf,-1.0,88.8,0.34615,528.0,1.07043,0.35944,4.57718,0.31369,0.79084,0.53124,C(13)26H39O9P,UAAs,Aliphatic-like,Lipid
28,45,8,0,0,0,1,CHOP,Lipid,7.0,-1.0,0.0,0.08696,0.28571,1.60714,0.0,0.03571,0.0,inf,-1.21429,94.90714,0.28571,541.0,1.01802,0.28942,4.61164,0.24254,0.73151,0.46547,C28H45O8P,UAAs,Aliphatic-like,Lipid
23,27,14,1,0,0,0,CHON,Lignin,11.0,-3.0,0.0,0.2,0.6087,1.17391,0.04348,0.0,inf,0.0,0.17391,55.34348,0.65217,541.0,0.18076,0.54897,3.77995,0.59593,0.1062,0.37265,C23H27O14N,PUCs,Lignin-like,Not Matched
26,41,9,0,1,0,1,CHOP,Protein,7.0,-2.0,0.0,0.07317,0.34615,1.57692,0.0,0.03846,0.0,inf,-1.07692,90.99231,0.34615,530.0,1.05708,0.34338,4.57723,0.29745,0.77642,0.51583,C(13)26H41O9P,UAAs,Aliphatic-like,Lipid
29,34,10,0,0,0,0,CHO,Lignin,13.0,3.0,0.15789,0.33333,0.34483,1.17241,0.0,0.0,0.0,0.0,-0.48276,74.05862,0.34483,542.0,0.0722,0.65903,3.67876,0.70608,0.21535,0.48234,C29H34O10,PUCs,Lignin-like,POCs
22,27,13,0,1,0,1,CHOP,Lignin,10.0,-3.0,0.0,0.17241,0.59091,1.22727,0.0,0.04545,0.0,inf,-0.27273,68.07273,0.59091,531.0,0.21075,0.50545,3.74318,0.55153,0.07089,0.3324,C(13)22H27O13P,PUCs,Lignin-like,POCs
24,35,11,0,1,0,1,CHOP,Lignin,8.0,-3.0,0.0,0.08571,0.45833,1.45833,0.0,0.04167,0.0,inf,-0.75,81.675,0.45833,532.0,1.12724,0.41093,4.66023,0.36484,0.84556,0.58401,C(13)24H35O11P,PUCs,Lignin-like,Lipid
25,37,12,1,0,0,0,CHON,Lignin,8.0,-4.0,0.0,0.05556,0.48,1.48,0.04,0.0,inf,0.0,-0.4,71.7,0.52,544.0,1.0839,0.35134,4.69705,0.30421,0.79583,0.52835,C25H37O12N,PUCs,Lignin-like,Not Matched
35,28,6,0,0,0,0,CHO,Lignin,22.0,16.0,0.55172,0.59375,0.17143,0.8,0.0,0.0,0.0,0.0,-0.45714,73.32857,0.17143,545.0,1.05965,0.32571,4.67961,0.27848,0.77103,0.50305,C35H28O6,PPAs,Polyphenol-like,POCs
30,40,9,0,0,0,0,CHO,Lignin,11.0,2.0,0.09524,0.2549,0.3,1.33333,0.0,0.0,0.0,0.0,-0.73333,81.2,0.3,545.0,1.0171,0.2831,4.63734,0.23587,0.72846,0.46045,C30H40O9,PUCs,Lignin-like,Lipid
26,28,12,0,1,0,0,CHO,Lignin,13.0,1.0,0.07143,0.35,0.46154,1.07692,0.0,0.0,0.0,0.0,-0.15385,64.68462,0.46154,534.0,1.13966,0.42067,4.68588,0.37441,0.85693,0.5944,C(13)26H28O12,PUCs,Lignin-like,POCs
28,36,10,0,1,0,0,CHO,Lignin,11.0,1.0,0.05556,0.26087,0.35714,1.28571,0.0,0.0,0.0,0.0,-0.57143,76.58571,0.35714,534.0,1.05616,0.33705,4.60293,0.29078,0.77337,0.51081,C(13)28H36O10,PUCs,Lignin-like,POCs
25,25,13,1,0,0,0,CHON,Lignin,14.0,1.0,0.0,0.37143,0.52,1.0,0.04,0.0,inf,0.0,0.16,55.74,0.56,547.0,0.18286,0.55496,3.82197,0.60243,0.10728,0.37668,C25H25O13N,PUCs,Lignin-like,Not Matched
26,29,12,1,0,0,0,CHON,Lignin,13.0,1.0,0.0,0.31579,0.46154,1.11538,0.03846,0.0,inf,0.0,-0.07692,62.49231,0.5,548.0,1.14111,0.40323,4.78049,0.35575,0.85095,0.58152,C26H29O12N,PUCs,Lignin-like,Not Matched
23,35,12,0,1,0,1,CHOP,Lignin,7.0,-5.0,0.0,0.0,0.52174,1.52174,0.0,0.04348,0.0,inf,-0.69565,80.12609,0.52174,536.0,1.14229,0.42061,4.70181,0.37417,0.8585,0.59499,C(13)23H35O12P,UAAs,Aliphatic-like,Lipid
26,34,7,2,0,0,2,CHONP,Lignin,12.0,5.0,0.06667,0.24324,0.26923,1.30769,0.07692,0.07692,1.0,1.0,-0.92308,86.60769,0.34615,548.0,0.14422,0.595,3.79024,0.64257,0.14647,0.41638,C26H34O7N2P2,PUCs,Lignin-like,POCs
25,41,11,0,0,0,1,CHOP,Protein,6.0,-5.0,0.0,0.0,0.44,1.64,0.0,0.04,0.0,inf,-0.96,87.66,0.44,548.0,0.08989,0.64941,3.73626,0.69698,0.20084,0.47078,C25H41O11P,UAAs,Aliphatic-like,Lipid
26,31,12,1,0,0,0,CHON,Lignin,12.0,0.0,0.0,0.26316,0.46154,1.19231,0.03846,0.0,inf,0.0,-0.15385,64.68462,0.5,550.0,1.12776,0.38716,4.78054,0.33951,0.83653,0.56611,C26H31O12N,PUCs,Lignin-like,Not Matched
26,31,11,0,0,0,1,CHOP,Lignin,12.0,1.0,0.0,0.28205,0.42308,1.19231,0.0,0.03846,0.0,inf,-0.53846,75.64615,0.42308,550.0,0.16044,0.58146,3.81966,0.6292,0.1313,0.4022,C26H31O11P,PUCs,Lignin-like,POCs
26,36,5,2,0,1,2,CHONSP,Lignin,11.0,6.0,0.0625,0.18919,0.19231,1.38462,0.07692,0.07692,1.0,1.0,-1.07692,90.99231,0.26923,550.0,0.06994,0.67208,3.72976,0.71983,0.22185,0.49279,C26H36O5N2SP2,PUCs,Lignin-like,Lipid
24,39,12,0,0,0,1,CHOP,Protein,6.0,-6.0,0.0,0.0,0.5,1.625,0.0,0.04167,0.0,inf,-0.83333,84.05,0.5,550.0,0.11829,0.62367,3.77779,0.67141,0.17348,0.44439,C24H39O12P,UAAs,Aliphatic-like,Lipid
29,43,8,0,0,0,1,CHOP,Lignin,9.0,1.0,0.0,0.16667,0.27586,1.48276,0.0,0.03448,0.0,inf,-1.10345,91.74828,0.27586,551.0,1.03518,0.29311,4.69523,0.24536,0.74337,0.47242,C29H43O8P,PUCs,Lignin-like,Lipid
27,38,11,0,1,0,0,CHO,Lignin,9.0,-2.0,0.0,0.16279,0.40741,1.40741,0.0,0.0,0.0,0.0,-0.59259,77.18889,0.40741,540.0,1.05786,0.33066,4.64456,0.28387,0.7719,0.50637,C(13)27H38O11,PUCs,Lignin-like,Lipid
27,20,13,0,0,0,0,CHO,ConHC,18.0,5.0,0.35714,0.56098,0.48148,0.74074,0.0,0.0,0.0,0.0,0.22222,53.96667,0.48148,552.0,0.21462,0.52991,3.88679,0.57782,0.07816,0.35001,C27H20O13,PPAs,Polyphenol-like,POCs
24,27,14,1,0,0,0,CHON,Lignin,12.0,-2.0,0.0,0.25,0.58333,1.125,0.04167,0.0,inf,0.0,0.16667,55.55,0.625,553.0,0.18457,0.56135,3.86359,0.60934,0.10876,0.38112,C24H27O14N,PUCs,Lignin-like,Not Matched
28,42,11,0,0,0,0,CHO,Protein,8.0,-3.0,0.0,0.11111,0.39286,1.5,0.0,0.0,0.0,0.0,-0.71429,80.65714,0.39286,555.0,1.03386,0.28639,4.72054,0.23829,0.73992,0.46699,C28H42O11,UAAs,Aliphatic-like,Lipid
24,31,12,0,1,0,1,CHOP,Lignin,10.0,-2.0,0.0,0.17647,0.5,1.29167,0.0,0.04167,0.0,inf,-0.5,74.55,0.5,543.0,0.1728,0.55964,3.78535,0.60677,0.11522,0.38266,C(13)24H31O12P,PUCs,Lignin-like,POCs
26,39,10,0,1,0,1,CHOP,Lignin,8.0,-2.0,0.0,0.1,0.38462,1.5,0.0,0.03846,0.0,inf,-0.92308,86.60769,0.38462,544.0,1.0893,0.35674,4.7024,0.30961,0.80123,0.53375,C(13)26H39O10P,UAAs,Aliphatic-like,Lipid
23,29,13,0,1,0,1,CHOP,Lignin,10.0,-3.0,0.0,0.16129,0.56522,1.26087,0.0,0.04348,0.0,inf,-0.34783,70.21304,0.56522,545.0,0.20121,0.53389,3.82688,0.58119,0.08786,0.35627,C(13)23H29O13P,PUCs,Lignin-like,POCs
24,31,13,0,0,0,1,CHOP,Lignin,10.0,-3.0,0.0,0.15152,0.54167,1.29167,0.0,0.04167,0.0,inf,-0.41667,72.175,0.54167,558.0,0.19055,0.5621,3.90281,0.61053,0.10542,0.38024,C24H31O13P,PUCs,Lignin-like,POCs
36,30,6,0,0,0,0,CHO,Lignin,22.0,16.0,0.53333,0.57576,0.16667,0.83333,0.0,0.0,0.0,0.0,-0.5,74.55,0.16667,559.0,1.05011,0.29726,4.7633,0.24882,0.75406,0.47917,C36H30O6,PPAs,Polyphenol-like,POCs
31,33,5,3,0,1,0,CHONS,Lignin,17.0,12.0,0.36364,0.42857,0.16129,1.06452,0.09677,0.0,inf,0.0,-0.3871,71.33226,0.25806,560.0,0.99669,0.24242,4.71689,0.19389,0.70008,0.42467,C31H33O5N3S,PUCs,Lignin-like,Not Matched
25,39,11,0,1,0,1,CHOP,Protein,7.0,-4.0,0.0,0.02703,0.44,1.56,0.0,0.04,0.0,inf,-0.88,85.38,0.44,548.0,1.10435,0.36642,4.74398,0.31894,0.81417,0.54473,C(13)25H39O11P,UAAs,Aliphatic-like,Lipid
23,29,14,0,0,0,1,CHOP,Lignin,10.0,-4.0,0.0,0.13333,0.6087,1.26087,0.0,0.04348,0.0,inf,-0.26087,67.73478,0.6087,560.0,0.21896,0.53636,3.94434,0.58496,0.07807,0.35386,C23H29O14P,PUCs,Lignin-like,POCs
25,36,14,0,0,0,0,CHO,Lignin,8.0,-6.0,0.0,0.05556,0.56,1.44,0.0,0.0,0.0,0.0,-0.32,69.42,0.56,560.0,0.11907,0.63638,3.84511,0.68499,0.17801,0.45385,C25H36O14,PUCs,Lignin-like,Lipid
27,32,12,0,1,0,0,CHO,Lignin,12.0,0.0,0.0,0.28571,0.44444,1.18519,0.0,0.0,0.0,0.0,-0.2963,68.74444,0.44444,550.0,1.11677,0.37616,4.76963,0.32851,0.82553,0.55511,C(13)27H32O12,PUCs,Lignin-like,POCs
28,36,11,0,1,0,0,CHO,Lignin,11.0,0.0,0.0,0.24444,0.39286,1.28571,0.0,0.0,0.0,0.0,-0.5,74.55,0.39286,550.0,1.07502,0.33435,4.72815,0.28669,0.78376,0.51332,C(13)28H36O11,PUCs,Lignin-like,POCs
19,35,12,1,0,1,2,CHONSP,AminoSugar,4.0,-8.0,0.0,0.0,0.63158,1.84211,0.05263,0.10526,0.5,2.0,-0.84211,84.3,0.68421,564.0,1.17276,0.41333,4.91841,0.36447,0.87412,0.59683,C19H35O12NSP2,N_Ccs,Aliphatic-like,Not Matched
27,33,12,1,0,0,0,CHON,Lignin,12.0,0.0,0.0,0.25,0.44444,1.22222,0.03704,0.0,inf,0.0,-0.22222,66.63333,0.48148,564.0,1.11822,0.35872,4.86424,0.30985,0.81956,0.54224,C27H33O12N,PUCs,Lignin-like,Not Matched
27,34,12,0,1,0,0,CHO,Lignin,11.0,-1.0,0.0,0.2381,0.44444,1.25926,0.0,0.0,0.0,0.0,-0.37037,70.85556,0.44444,552.0,1.10342,0.3601,4.76968,0.31227,0.81112,0.5397,C(13)27H34O12,PUCs,Lignin-like,POCs
27,37,10,0,1,0,1,CHOP,Lignin,10.0,0.0,0.0,0.19048,0.37037,1.37037,0.0,0.03704,0.0,inf,-0.81481,83.52222,0.37037,554.0,1.10646,0.36043,4.786,0.31243,0.81309,0.54069,C(13)27H37O10P,PUCs,Lignin-like,Lipid
28,40,11,0,1,0,0,CHO,Lignin,9.0,-2.0,0.0,0.15556,0.39286,1.42857,0.0,0.0,0.0,0.0,-0.64286,78.62143,0.39286,554.0,1.04832,0.30222,4.72825,0.25421,0.75492,0.4825,C(13)28H40O11,PUCs,Lignin-like,Lipid
27,35,11,0,0,0,1,CHOP,Lignin,11.0,0.0,0.0,0.21951,0.40741,1.2963,0.0,0.03704,0.0,inf,-0.66667,79.3,0.40741,566.0,0.13755,0.62597,3.90341,0.6751,0.16269,0.44148,C27H35O11P,PUCs,Lignin-like,POCs
25,29,14,1,0,0,0,CHON,Lignin,12.0,-2.0,0.0,0.23529,0.56,1.16,0.04,0.0,inf,0.0,0.08,58.02,0.6,568.0,1.17503,0.41021,4.94729,0.361,0.87427,0.59501,C25H29O14N,PUCs,Lignin-like,Not Matched
27,39,10,0,1,0,1,CHOP,Lignin,9.0,-1.0,0.0,0.14286,0.37037,1.44444,0.0,0.03704,0.0,inf,-0.88889,85.63333,0.37037,556.0,1.09311,0.34437,4.78605,0.29619,0.79867,0.52528,C(13)27H39O10P,PUCs,Lignin-like,Lipid
25,29,13,0,0,0,1,CHOP,Lignin,12.0,-1.0,0.0,0.25714,0.52,1.16,0.0,0.04,0.0,inf,-0.32,69.42,0.52,568.0,0.20771,0.55841,3.98641,0.60771,0.09356,0.3733,C25H29O13P,PUCs,Lignin-like,POCs
30,32,11,0,0,0,0,CHO,Lignin,15.0,4.0,0.21053,0.38776,0.36667,1.06667,0.0,0.0,0.0,0.0,-0.33333,69.8,0.36667,568.0,0.10822,0.65804,3.88758,0.70734,0.1931,0.47289,C30H32O11,PUCs,Lignin-like,POCs
27,41,10,0,1,0,1,CHOP,Lignin,8.0,-2.0,0.0,0.09524,0.37037,1.51852,0.0,0.03704,0.0,inf,-0.96296,87.74444,0.37037,558.0,1.07976,0.3283,4.7861,0.27995,0.78425,0.50987,C(13)27H41O10P,UAAs,Aliphatic-like,Lipid
31,38,10,0,0,0,0,CHO,Lignin,13.0,3.0,0.14286,0.30769,0.32258,1.22581,0.0,0.0,0.0,0.0,-0.58065,76.84839,0.32258,571.0,1.05312,0.28409,4.84615,0.2346,0.7507,0.46991,C31H38O10,PUCs,Lignin-like,POCs
27,43,10,0,1,0,1,CHOP,Protein,7.0,-3.0,0.0,0.04762,0.37037,1.59259,0.0,0.03704,0.0,inf,-1.03704,89.85556,0.37037,560.0,1.06641,0.31224,4.78615,0.26371,0.76984,0.49446,C(13)27H43O10P,UAAs,Aliphatic-like,Lipid
36,28,7,0,0,0,0,CHO,ConHC,23.0,16.0,0.55172,0.6,0.19444,0.77778,0.0,0.0,0.0,0.0,-0.38889,71.38333,0.19444,573.0,1.08232,0.31063,4.88847,0.26098,0.77886,0.49709,C36H28O7,PPAs,Polyphenol-like,POCs
37,32,6,0,0,0,0,CHO,Lignin,22.0,16.0,0.51613,0.55882,0.16216,0.86486,0.0,0.0,0.0,0.0,-0.54054,75.70541,0.16216,573.0,1.04057,0.26882,4.847,0.21916,0.73709,0.4553,C37H32O6,PPAs,Polyphenol-like,POCs
30,36,11,0,0,0,0,CHO,Lignin,13.0,2.0,0.10526,0.30612,0.36667,1.2,0.0,0.0,0.0,0.0,-0.46667,73.6,0.36667,573.0,1.08152,0.30983,4.88768,0.26018,0.77806,0.49629,C30H36O11,PUCs,Lignin-like,POCs
38,36,5,0,0,0,0,CHO,Lignin,21.0,16.0,0.48485,0.52113,0.13158,0.94737,0.0,0.0,0.0,0.0,-0.68421,79.8,0.13158,573.0,0.99882,0.22701,4.80552,0.17735,0.69531,0.4135,C38H36O5,PPAs,Polyphenol-like,POCs
31,40,10,0,0,0,0,CHO,Lignin,12.0,2.0,0.09524,0.26923,0.32258,1.29032,0.0,0.0,0.0,0.0,-0.64516,78.6871,0.32258,573.0,1.03977,0.26802,4.8462,0.21836,0.73629,0.4545,C31H40O10,PUCs,Lignin-like,POCs
27,27,13,1,0,0,0,CHON,Lignin,15.0,2.0,0.07692,0.38462,0.48148,1.0,0.03704,0.0,inf,0.0,0.07407,58.18889,0.51852,574.0,1.17713,0.40422,4.98931,0.35449,0.87319,0.59098,C27H27O13N,PUCs,Lignin-like,Not Matched
29,35,11,1,0,0,0,CHON,Lignin,13.0,2.0,0.05882,0.28889,0.37931,1.2069,0.03448,0.0,inf,0.0,-0.34483,70.12759,0.41379,574.0,1.09363,0.3206,4.90636,0.27086,0.78964,0.50739,C29H35O11N,PUCs,Lignin-like,Not Matched
24,31,14,0,0,0,1,CHOP,Lignin,10.0,-4.0,0.0,0.125,0.58333,1.29167,0.0,0.04167,0.0,inf,-0.33333,69.8,0.58333,574.0,0.20942,0.5648,4.02803,0.61462,0.09504,0.37773,C24H31O14P,PUCs,Lignin-like,POCs
31,42,10,0,0,0,0,CHO,Lignin,11.0,1.0,0.04762,0.23077,0.32258,1.35484,0.0,0.0,0.0,0.0,-0.70968,80.52581,0.32258,575.0,1.02642,0.25195,4.84625,0.20212,0.72187,0.43909,C31H42O10,PUCs,Lignin-like,Lipid
24,35,13,0,1,0,1,CHOP,Lignin,8.0,-5.0,0.0,0.0303,0.54167,1.45833,0.0,0.04167,0.0,inf,-0.58333,76.925,0.54167,564.0,1.16497,0.40553,4.91067,0.35667,0.86633,0.58903,C(13)24H35O13P,PUCs,Lignin-like,Lipid
24,33,14,0,0,0,1,CHOP,Lignin,9.0,-5.0,0.0,0.0625,0.58333,1.375,0.0,0.04167,0.0,inf,-0.41667,72.175,0.58333,576.0,0.19607,0.58087,4.02808,0.63086,0.10946,0.39314,C24H33O14P,PUCs,Lignin-like,Lipid
31,44,10,0,0,0,0,CHO,Lignin,10.0,0.0,0.0,0.19231,0.32258,1.41935,0.0,0.0,0.0,0.0,-0.77419,82.36452,0.32258,577.0,1.01307,0.23589,4.8463,0.18588,0.70745,0.42368,C31H44O10,PUCs,Lignin-like,Lipid
30,42,11,0,0,0,0,CHO,Lignin,10.0,-1.0,0.0,0.18367,0.36667,1.4,0.0,0.0,0.0,0.0,-0.66667,79.3,0.36667,579.0,1.04148,0.26163,4.88783,0.21145,0.73481,0.45006,C30H42O11,PUCs,Lignin-like,Lipid
27,35,11,0,1,0,1,CHOP,Lignin,11.0,0.0,0.0,0.21951,0.40741,1.2963,0.0,0.03704,0.0,inf,-0.66667,79.3,0.40741,568.0,1.13867,0.3738,4.91117,0.32459,0.83789,0.55861,C(13)27H35O11P,PUCs,Lignin-like,POCs
28,37,12,1,0,0,0,CHON,Lignin,11.0,-1.0,0.0,0.19048,0.42857,1.32143,0.03571,0.0,inf,0.0,-0.35714,70.47857,0.46429,580.0,1.09533,0.31421,4.94798,0.26395,0.78817,0.50295,C28H37O12N,PUCs,Lignin-like,Not Matched
28,38,12,0,1,0,0,CHO,Lignin,10.0,-2.0,0.0,0.18182,0.42857,1.35714,0.0,0.0,0.0,0.0,-0.5,74.55,0.42857,568.0,1.08053,0.31559,4.85342,0.26637,0.77973,0.50042,C(13)28H38O12,PUCs,Lignin-like,Lipid
27,33,12,0,0,0,1,CHOP,Lignin,12.0,0.0,0.0,0.25,0.44444,1.22222,0.0,0.03704,0.0,inf,-0.51852,75.07778,0.44444,580.0,0.16977,0.6126,4.02858,0.66294,0.13789,0.42356,C27H33O12P,PUCs,Lignin-like,POCs
26,33,12,0,1,0,1,CHOP,Lignin,11.0,-1.0,0.0,0.21053,0.46154,1.26923,0.0,0.03846,0.0,inf,-0.53846,75.64615,0.46154,570.0,1.16707,0.39954,4.9527,0.35016,0.86525,0.585,C(13)26H33O12P,PUCs,Lignin-like,POCs
27,37,11,0,1,0,1,CHOP,Lignin,10.0,-1.0,0.0,0.17073,0.40741,1.37037,0.0,0.03704,0.0,inf,-0.74074,81.41111,0.40741,570.0,1.12532,0.35773,4.91122,0.30834,0.82347,0.5432,C(13)27H37O11P,PUCs,Lignin-like,Lipid
26,31,13,0,0,0,1,CHOP,Lignin,12.0,-1.0,0.0,0.24324,0.5,1.19231,0.0,0.03846,0.0,inf,-0.38462,71.26154,0.5,582.0,0.19817,0.58686,4.0701,0.63737,0.11053,0.39717,C26H31O13P,PUCs,Lignin-like,POCs
27,38,13,0,1,0,0,CHO,Lignin,9.0,-4.0,0.0,0.12195,0.48148,1.40741,0.0,0.0,0.0,0.0,-0.44444,72.96667,0.48148,572.0,1.09559,0.32527,4.895,0.2757,0.79267,0.5114,C(13)27H38O13,PUCs,Lignin-like,Lipid
28,43,10,0,1,0,1,CHOP,Lignin,8.0,-2.0,0.0,0.09091,0.35714,1.53571,0.0,0.03571,0.0,inf,-1.0,88.8,0.35714,572.0,1.07022,0.29986,4.86979,0.25029,0.76728,0.486,C(13)28H43O10P,UAAs,Aliphatic-like,Lipid
38,32,4,0,0,1,0,CHOS,UnsatHC,23.0,19.0,0.54545,0.57143,0.10526,0.84211,0.0,0.0,0.0,0.0,-0.57895,76.8,0.10526,585.0,0.98345,0.19543,4.87012,0.14473,0.67357,0.38584,C38H32O4S,PPAs,Polyphenol-like,POCs
31,36,11,0,0,0,0,CHO,Lignin,14.0,3.0,0.15,0.33333,0.35484,1.16129,0.0,0.0,0.0,0.0,-0.45161,73.17097,0.35484,585.0,1.08533,0.29745,4.97132,0.24676,0.77551,0.48783,C31H36O11,PUCs,Lignin-like,POCs
36,26,6,0,0,1,0,CHOS,ConHC,24.0,18.0,0.58621,0.625,0.16667,0.72222,0.0,0.0,0.0,0.0,-0.33333,69.8,0.16667,587.0,1.0536,0.26298,4.95312,0.21211,0.7427,0.45402,C36H26O6S,PPAs,Polyphenol-like,POCs
26,39,12,0,1,0,1,CHOP,Lignin,8.0,-4.0,0.0,0.05263,0.46154,1.5,0.0,0.03846,0.0,inf,-0.76923,82.22308,0.46154,576.0,1.12703,0.35135,4.95284,0.30144,0.822,0.53877,C(13)26H39O12P,UAAs,Aliphatic-like,Lipid
27,43,11,0,1,0,1,CHOP,Protein,7.0,-4.0,0.0,0.02439,0.40741,1.59259,0.0,0.03704,0.0,inf,-0.96296,87.74444,0.40741,576.0,1.08527,0.30954,4.91137,0.25962,0.78022,0.49698,C(13)27H43O11P,UAAs,Aliphatic-like,Lipid
25,33,14,0,0,0,1,CHOP,Lignin,10.0,-4.0,0.0,0.11765,0.56,1.32,0.0,0.04,0.0,inf,-0.4,71.7,0.56,588.0,0.19988,0.59325,4.11173,0.64428,0.11201,0.40161,C25H33O14P,PUCs,Lignin-like,Lipid
26,37,13,0,0,0,1,CHOP,Lignin,9.0,-4.0,0.0,0.08108,0.5,1.42308,0.0,0.03846,0.0,inf,-0.61538,77.83846,0.5,588.0,0.15812,0.63505,4.07025,0.68609,0.15379,0.4434,C26H37O13P,PUCs,Lignin-like,Lipid
27,41,10,0,0,1,1,CHOSP,Protein,8.0,-2.0,0.0,0.05,0.37037,1.51852,0.0,0.03704,0.0,inf,-0.88889,85.63333,0.37037,589.0,1.05544,0.26212,4.96825,0.21108,0.74347,0.45381,C27H41O10SP,UAAs,Aliphatic-like,Lipid
31,40,11,0,0,0,0,CHO,Lignin,12.0,1.0,0.05,0.2549,0.35484,1.29032,0.0,0.0,0.0,0.0,-0.58065,76.84839,0.35484,589.0,1.05863,0.26532,4.97142,0.21428,0.74667,0.45701,C31H40O11,PUCs,Lignin-like,POCs
28,45,11,0,0,0,1,CHOP,Protein,7.0,-4.0,0.0,0.02326,0.39286,1.60714,0.0,0.03571,0.0,inf,-1.0,88.8,0.39286,589.0,1.07462,0.28133,4.9873,0.23028,0.76266,0.47301,C28H45O11P,UAAs,Aliphatic-like,Lipid
30,43,10,0,0,0,1,CHOP,Lignin,10.0,0.0,0.0,0.16667,0.33333,1.43333,0.0,0.03333,0.0,inf,-0.93333,86.9,0.33333,595.0,1.07672,0.27534,5.02932,0.22377,0.76158,0.46897,C30H43O10P,PUCs,Lignin-like,Lipid
30,42,12,0,0,0,0,CHO,Lignin,10.0,-2.0,0.0,0.16667,0.4,1.4,0.0,0.0,0.0,0.0,-0.6,77.4,0.4,595.0,1.06034,0.25893,5.01305,0.20737,0.74519,0.45257,C30H42O12,PUCs,Lignin-like,Lipid
29,41,11,0,0,0,1,CHOP,Lignin,10.0,-1.0,0.0,0.15556,0.37931,1.41379,0.0,0.03448,0.0,inf,-0.82759,83.88621,0.37931,597.0,1.10513,0.30108,5.07085,0.24935,0.78894,0.49536,C29H41O11P,PUCs,Lignin-like,Lipid
39,34,4,0,0,1,0,CHOS,UnsatHC,23.0,19.0,0.52941,0.55556,0.10256,0.87179,0.0,0.0,0.0,0.0,-0.61538,77.83846,0.10256,599.0,0.97391,0.16699,4.95381,0.11507,0.65659,0.36196,C39H34O4S,PPAs,Polyphenol-like,POCs
30,32,13,0,0,0,0,CHO,Lignin,15.0,2.0,0.11765,0.3617,0.43333,1.06667,0.0,0.0,0.0,0.0,-0.2,66.0,0.43333,600.0,0.14595,0.66344,4.13802,0.71551,0.17233,0.46787,C30H32O13,PUCs,Lignin-like,POCs
27,37,13,0,0,0,1,CHOP,Lignin,10.0,-3.0,0.0,0.12821,0.48148,1.37037,0.0,0.03704,0.0,inf,-0.59259,77.18889,0.48148,600.0,0.16193,0.64743,4.1539,0.69951,0.15634,0.45187,C27H37O13P,PUCs,Lignin-like,Lipid
28,43,12,0,0,0,1,CHOP,Protein,8.0,-4.0,0.0,0.04762,0.42857,1.53571,0.0,0.03571,0.0,inf,-0.85714,84.72857,0.42857,603.0,1.10683,0.29469,5.11247,0.24244,0.78747,0.49093,C28H43O12P,UAAs,Aliphatic-like,Lipid
32,42,11,0,0,0,0,CHO,Lignin,12.0,1.0,0.04762,0.24528,0.34375,1.3125,0.0,0.0,0.0,0.0,-0.625,78.1125,0.34375,603.0,1.0491,0.23688,5.05512,0.18462,0.7297,0.43313,C32H42O11,PUCs,Lignin-like,POCs
31,40,12,0,0,0,0,CHO,Lignin,12.0,0.0,0.0,0.24,0.3871,1.29032,0.0,0.0,0.0,0.0,-0.51613,75.00968,0.3871,605.0,1.0775,0.26262,5.09664,0.21019,0.75706,0.45952,C31H40O12,PUCs,Lignin-like,POCs
29,36,13,0,1,0,0,CHO,Lignin,12.0,-1.0,0.0,0.24444,0.44828,1.24138,0.0,0.0,0.0,0.0,-0.34483,70.12759,0.44828,594.0,1.11656,0.31658,5.06224,0.2651,0.80197,0.50987,C(13)29H36O13,PUCs,Lignin-like,POCs
27,30,15,0,1,0,0,CHO,Lignin,13.0,-2.0,0.0,0.28205,0.55556,1.11111,0.0,0.0,0.0,0.0,0.0,60.3,0.55556,596.0,1.18672,0.38413,5.14524,0.33249,0.87111,0.57806,C(13)27H30O15,PUCs,Lignin-like,POCs
29,40,13,0,1,0,0,CHO,Lignin,10.0,-3.0,0.0,0.15556,0.44828,1.37931,0.0,0.0,0.0,0.0,-0.48276,74.05862,0.44828,598.0,1.08986,0.28445,5.06234,0.23262,0.77314,0.47906,C(13)29H40O13,PUCs,Lignin-like,Lipid
